Orthogroup	Protein_symD	Protein_symB
OG0000106	Durusdinium39546	Breviolum868164
OG0000106	Durusdinium39546	Breviolum184628
OG0000108	Durusdinium14335	Breviolum861295
OG0000108	Durusdinium47601	Breviolum284919
OG0000108	Durusdinium47601	Breviolum90594
OG0000108	Durusdinium19693	Breviolum63141
OG0000108	Durusdinium19693	Breviolum612655
OG0000108	Durusdinium19693	Breviolum762409
OG0000108	Durusdinium19693	Breviolum447924
OG0000108	Durusdinium19693	Breviolum605609
OG0000108	Durusdinium19693	Breviolum527447
OG0000108	Durusdinium47123	Breviolum63141
OG0000108	Durusdinium47123	Breviolum612655
OG0000108	Durusdinium47123	Breviolum762409
OG0000108	Durusdinium47123	Breviolum447924
OG0000108	Durusdinium47123	Breviolum605609
OG0000108	Durusdinium47123	Breviolum527447
OG0000109	Durusdinium48913	Breviolum841290
OG0000109	Durusdinium35505	Breviolum901639
OG0000109	Durusdinium31129	Breviolum96716
OG0000109	Durusdinium29222	Breviolum580207
OG0000109	Durusdinium29222	Breviolum684508
OG0000109	Durusdinium20262	Breviolum580207
OG0000109	Durusdinium20262	Breviolum684508
OG0000109	Durusdinium46507	Breviolum580207
OG0000109	Durusdinium46507	Breviolum684508
OG0000109	Durusdinium40660	Breviolum476967
OG0000110	Durusdinium36031	Breviolum413819
OG0000110	Durusdinium7396	Breviolum117572
OG0000110	Durusdinium52990	Breviolum383463
OG0000110	Durusdinium52990	Breviolum247568
OG0000110	Durusdinium52990	Breviolum685889
OG0000110	Durusdinium52990	Breviolum571727
OG0000110	Durusdinium52990	Breviolum723389
OG0000110	Durusdinium52990	Breviolum6556
OG0000110	Durusdinium52990	Breviolum718189
OG0000110	Durusdinium52990	Breviolum895963
OG0000111	Durusdinium4968	Breviolum309233
OG0000111	Durusdinium4968	Breviolum783900
OG0000111	Durusdinium4968	Breviolum764222
OG0000111	Durusdinium4968	Breviolum612441
OG0000111	Durusdinium4968	Breviolum534600
OG0000111	Durusdinium4968	Breviolum775984
OG0000111	Durusdinium4968	Breviolum476978
OG0000111	Durusdinium4968	Breviolum472116
OG0000111	Durusdinium4968	Breviolum167761
OG0000111	Durusdinium4968	Breviolum46160
OG0000111	Durusdinium4968	Breviolum829418
OG0000111	Durusdinium4968	Breviolum768030
OG0000111	Durusdinium4968	Breviolum873349
OG0000112	Durusdinium38248	Breviolum442395
OG0000112	Durusdinium3170	Breviolum610493
OG0000112	Durusdinium3170	Breviolum609266
OG0000112	Durusdinium3170	Breviolum310169
OG0000112	Durusdinium3170	Breviolum67520
OG0000112	Durusdinium3170	Breviolum686837
OG0000112	Durusdinium3170	Breviolum784343
OG0000112	Durusdinium3170	Breviolum80049
OG0000112	Durusdinium3170	Breviolum31778
OG0000112	Durusdinium3170	Breviolum885414
OG0000112	Durusdinium3170	Breviolum379504
OG0000112	Durusdinium3170	Breviolum328175
OG0000113	Durusdinium10987	Breviolum607502
OG0000113	Durusdinium5631	Breviolum193083
OG0000113	Durusdinium37335	Breviolum220439
OG0000114	Durusdinium37675	Breviolum390343
OG0000114	Durusdinium1235	Breviolum61021
OG0000114	Durusdinium52367	Breviolum683311
OG0000114	Durusdinium6963	Breviolum124721
OG0000114	Durusdinium6963	Breviolum611383
OG0000115	Durusdinium39191	Breviolum568881
OG0000115	Durusdinium33168	Breviolum872662
OG0000115	Durusdinium49799	Breviolum320127
OG0000115	Durusdinium40756	Breviolum271265
OG0000115	Durusdinium25958	Breviolum98472
OG0000115	Durusdinium29319	Breviolum98472
OG0000116	Durusdinium12417	Breviolum307552
OG0000116	Durusdinium39774	Breviolum201416
OG0000116	Durusdinium21795	Breviolum636706
OG0000116	Durusdinium21795	Breviolum848864
OG0000116	Durusdinium38045	Breviolum430158
OG0000116	Durusdinium38045	Breviolum59098
OG0000116	Durusdinium38045	Breviolum331326
OG0000116	Durusdinium38045	Breviolum866769
OG0000116	Durusdinium38045	Breviolum185859
OG0000117	Durusdinium38277	Breviolum122111
OG0000117	Durusdinium38277	Breviolum692502
OG0000117	Durusdinium38277	Breviolum105655
OG0000117	Durusdinium38277	Breviolum541414
OG0000117	Durusdinium23199	Breviolum376024
OG0000117	Durusdinium32223	Breviolum327728
OG0000117	Durusdinium54476	Breviolum774278
OG0000117	Durusdinium54476	Breviolum247343
OG0000118	Durusdinium45966	Breviolum783123
OG0000118	Durusdinium8981	Breviolum842210
OG0000118	Durusdinium40412	Breviolum842210
OG0000118	Durusdinium39539	Breviolum842210
OG0000118	Durusdinium9391	Breviolum842210
OG0000118	Durusdinium1061	Breviolum842210
OG0000118	Durusdinium19552	Breviolum842210
OG0000118	Durusdinium47240	Breviolum842210
OG0000118	Durusdinium20477	Breviolum842210
OG0000118	Durusdinium15335	Breviolum842210
OG0000118	Durusdinium24395	Breviolum842210
OG0000118	Durusdinium38224	Breviolum842210
OG0000119	Durusdinium32945	Breviolum862112
OG0000119	Durusdinium17683	Breviolum112988
OG0000119	Durusdinium4299	Breviolum112988
OG0000119	Durusdinium15578	Breviolum112988
OG0000119	Durusdinium1105	Breviolum112988
OG0000119	Durusdinium26442	Breviolum112988
OG0000119	Durusdinium36596	Breviolum112988
OG0000119	Durusdinium28244	Breviolum112988
OG0000119	Durusdinium40287	Breviolum112988
OG0000119	Durusdinium36996	Breviolum112988
OG0000119	Durusdinium14900	Breviolum112988
OG0000119	Durusdinium3373	Breviolum112988
OG0000120	Durusdinium16981	Breviolum891804
OG0000120	Durusdinium36598	Breviolum201242
OG0000120	Durusdinium43520	Breviolum524826
OG0000120	Durusdinium31756	Breviolum370984
OG0000120	Durusdinium7781	Breviolum324682
OG0000120	Durusdinium7781	Breviolum38370
OG0000121	Durusdinium37294	Breviolum602754
OG0000121	Durusdinium55818	Breviolum761776
OG0000121	Durusdinium13768	Breviolum792303
OG0000121	Durusdinium13768	Breviolum457072
OG0000121	Durusdinium15901	Breviolum304423
OG0000121	Durusdinium22387	Breviolum603485
OG0000121	Durusdinium19568	Breviolum603485
OG0000122	Durusdinium27279	Breviolum61132
OG0000122	Durusdinium38268	Breviolum61132
OG0000122	Durusdinium37651	Breviolum765391
OG0000122	Durusdinium37651	Breviolum611917
OG0000122	Durusdinium37651	Breviolum680756
OG0000122	Durusdinium37651	Breviolum290755
OG0000122	Durusdinium37651	Breviolum271301
OG0000122	Durusdinium37651	Breviolum285781
OG0000122	Durusdinium37651	Breviolum619437
OG0000122	Durusdinium37651	Breviolum58733
OG0000122	Durusdinium37651	Breviolum213970
OG0000122	Durusdinium37651	Breviolum549649
OG0000123	Durusdinium39881	Breviolum718575
OG0000123	Durusdinium3330	Breviolum327674
OG0000123	Durusdinium3330	Breviolum143878
OG0000123	Durusdinium3330	Breviolum371032
OG0000123	Durusdinium34026	Breviolum294015
OG0000123	Durusdinium34026	Breviolum282773
OG0000123	Durusdinium34026	Breviolum183217
OG0000123	Durusdinium34026	Breviolum394695
OG0000123	Durusdinium34026	Breviolum788313
OG0000123	Durusdinium34026	Breviolum435496
OG0000123	Durusdinium34026	Breviolum250736
OG0000124	Durusdinium21591	Breviolum161553
OG0000124	Durusdinium15652	Breviolum189320
OG0000124	Durusdinium54799	Breviolum715466
OG0000124	Durusdinium54799	Breviolum185777
OG0000124	Durusdinium8307	Breviolum289768
OG0000124	Durusdinium8307	Breviolum603793
OG0000124	Durusdinium33878	Breviolum533416
OG0000124	Durusdinium33878	Breviolum565550
OG0000125	Durusdinium38533	Breviolum414674
OG0000125	Durusdinium38533	Breviolum800152
OG0000125	Durusdinium41791	Breviolum253035
OG0000125	Durusdinium43411	Breviolum166325
OG0000125	Durusdinium33656	Breviolum166681
OG0000125	Durusdinium33656	Breviolum860122
OG0000125	Durusdinium33656	Breviolum350374
OG0000125	Durusdinium29656	Breviolum431399
OG0000125	Durusdinium29656	Breviolum71180
OG0000126	Durusdinium35567	Breviolum861795
OG0000126	Durusdinium21911	Breviolum839797
OG0000126	Durusdinium29029	Breviolum839797
OG0000126	Durusdinium43811	Breviolum839797
OG0000126	Durusdinium54507	Breviolum839797
OG0000126	Durusdinium9963	Breviolum839797
OG0000126	Durusdinium33452	Breviolum839797
OG0000126	Durusdinium47072	Breviolum839797
OG0000126	Durusdinium31407	Breviolum839797
OG0000126	Durusdinium52398	Breviolum839797
OG0000126	Durusdinium25782	Breviolum839797
OG0000126	Durusdinium10831	Breviolum839797
OG0000127	Durusdinium36638	Breviolum137547
OG0000127	Durusdinium35634	Breviolum389853
OG0000127	Durusdinium36373	Breviolum26462
OG0000127	Durusdinium39875	Breviolum179833
OG0000127	Durusdinium54975	Breviolum38809
OG0000127	Durusdinium21553	Breviolum38809
OG0000128	Durusdinium35135	Breviolum338062
OG0000128	Durusdinium39478	Breviolum580971
OG0000128	Durusdinium40434	Breviolum580971
OG0000128	Durusdinium40805	Breviolum580971
OG0000128	Durusdinium37348	Breviolum580971
OG0000128	Durusdinium33999	Breviolum580971
OG0000128	Durusdinium2215	Breviolum580971
OG0000128	Durusdinium28114	Breviolum580971
OG0000128	Durusdinium37800	Breviolum580971
OG0000128	Durusdinium42905	Breviolum580971
OG0000128	Durusdinium38390	Breviolum580971
OG0000128	Durusdinium35757	Breviolum580971
OG0000130	Durusdinium53597	Breviolum445462
OG0000130	Durusdinium9785	Breviolum102481
OG0000130	Durusdinium27831	Breviolum251853
OG0000131	Durusdinium37254	Breviolum622116
OG0000131	Durusdinium37254	Breviolum280584
OG0000131	Durusdinium37254	Breviolum619946
OG0000131	Durusdinium37254	Breviolum313662
OG0000131	Durusdinium37254	Breviolum40942
OG0000131	Durusdinium37254	Breviolum799606
OG0000131	Durusdinium37254	Breviolum884611
OG0000131	Durusdinium37254	Breviolum351979
OG0000131	Durusdinium37254	Breviolum851983
OG0000131	Durusdinium37254	Breviolum559997
OG0000131	Durusdinium37254	Breviolum333679
OG0000131	Durusdinium37254	Breviolum17703
OG0000132	Durusdinium40217	Breviolum415609
OG0000132	Durusdinium39551	Breviolum608461
OG0000132	Durusdinium39551	Breviolum432307
OG0000132	Durusdinium19075	Breviolum381343
OG0000132	Durusdinium19075	Breviolum771905
OG0000132	Durusdinium19075	Breviolum764430
OG0000133	Durusdinium36916	Breviolum307883
OG0000133	Durusdinium36916	Breviolum783978
OG0000133	Durusdinium36916	Breviolum524657
OG0000133	Durusdinium36916	Breviolum841464
OG0000133	Durusdinium36916	Breviolum200301
OG0000133	Durusdinium36916	Breviolum235298
OG0000133	Durusdinium36916	Breviolum543217
OG0000133	Durusdinium36916	Breviolum564135
OG0000133	Durusdinium36916	Breviolum27899
OG0000133	Durusdinium36916	Breviolum831991
OG0000133	Durusdinium36916	Breviolum693058
OG0000133	Durusdinium36916	Breviolum319652
OG0000134	Durusdinium40994	Breviolum209115
OG0000134	Durusdinium41000	Breviolum370029
OG0000134	Durusdinium41000	Breviolum277962
OG0000134	Durusdinium41000	Breviolum203957
OG0000134	Durusdinium41000	Breviolum319935
OG0000134	Durusdinium41000	Breviolum449368
OG0000134	Durusdinium41000	Breviolum58494
OG0000134	Durusdinium41000	Breviolum258857
OG0000134	Durusdinium41000	Breviolum362619
OG0000134	Durusdinium41000	Breviolum21147
OG0000134	Durusdinium41000	Breviolum58152
OG0000135	Durusdinium33156	Breviolum161243
OG0000135	Durusdinium34112	Breviolum38855
OG0000135	Durusdinium25579	Breviolum294149
OG0000135	Durusdinium52515	Breviolum524478
OG0000135	Durusdinium52515	Breviolum527344
OG0000137	Durusdinium31303	Breviolum63795
OG0000137	Durusdinium31303	Breviolum862940
OG0000137	Durusdinium4026	Breviolum159103
OG0000137	Durusdinium4026	Breviolum618457
OG0000137	Durusdinium4026	Breviolum100132
OG0000137	Durusdinium4026	Breviolum476061
OG0000137	Durusdinium4026	Breviolum50729
OG0000137	Durusdinium16320	Breviolum615690
OG0000138	Durusdinium29732	Breviolum222043
OG0000138	Durusdinium19531	Breviolum840901
OG0000138	Durusdinium9138	Breviolum170283
OG0000138	Durusdinium11514	Breviolum569268
OG0000138	Durusdinium11514	Breviolum712664
OG0000138	Durusdinium11514	Breviolum552053
OG0000138	Durusdinium6372	Breviolum462845
OG0000138	Durusdinium6372	Breviolum550641
OG0000141	Durusdinium33424	Breviolum201706
OG0000141	Durusdinium29375	Breviolum75915
OG0000141	Durusdinium29375	Breviolum210865
OG0000141	Durusdinium34727	Breviolum452177
OG0000141	Durusdinium34727	Breviolum288037
OG0000141	Durusdinium38441	Breviolum187822
OG0000141	Durusdinium38441	Breviolum474403
OG0000141	Durusdinium38441	Breviolum170905
OG0000143	Durusdinium40355	Breviolum187693
OG0000143	Durusdinium15284	Breviolum8467
OG0000143	Durusdinium40524	Breviolum8467
OG0000143	Durusdinium33602	Breviolum8467
OG0000143	Durusdinium12697	Breviolum8467
OG0000143	Durusdinium26601	Breviolum8467
OG0000143	Durusdinium32915	Breviolum8467
OG0000143	Durusdinium18603	Breviolum8467
OG0000143	Durusdinium49910	Breviolum8467
OG0000143	Durusdinium29753	Breviolum8467
OG0000143	Durusdinium23239	Breviolum8467
OG0000144	Durusdinium40339	Breviolum164269
OG0000144	Durusdinium34227	Breviolum535806
OG0000144	Durusdinium37416	Breviolum556513
OG0000144	Durusdinium26767	Breviolum609743
OG0000144	Durusdinium26793	Breviolum633635
OG0000144	Durusdinium26793	Breviolum539013
OG0000145	Durusdinium40182	Breviolum413590
OG0000145	Durusdinium40258	Breviolum637846
OG0000145	Durusdinium40258	Breviolum464468
OG0000145	Durusdinium40258	Breviolum167911
OG0000145	Durusdinium20050	Breviolum843802
OG0000145	Durusdinium20050	Breviolum210287
OG0000145	Durusdinium20050	Breviolum75313
OG0000145	Durusdinium20050	Breviolum289310
OG0000145	Durusdinium20050	Breviolum20322
OG0000145	Durusdinium20050	Breviolum98252
OG0000146	Durusdinium53611	Breviolum165318
OG0000146	Durusdinium7149	Breviolum170406
OG0000146	Durusdinium25095	Breviolum170406
OG0000146	Durusdinium53105	Breviolum170406
OG0000146	Durusdinium43617	Breviolum170406
OG0000146	Durusdinium31228	Breviolum170406
OG0000146	Durusdinium11804	Breviolum170406
OG0000146	Durusdinium49911	Breviolum170406
OG0000146	Durusdinium23382	Breviolum170406
OG0000146	Durusdinium36823	Breviolum170406
OG0000146	Durusdinium36357	Breviolum170406
OG0000147	Durusdinium16494	Breviolum251008
OG0000147	Durusdinium16494	Breviolum164240
OG0000147	Durusdinium16494	Breviolum683296
OG0000147	Durusdinium16494	Breviolum197069
OG0000147	Durusdinium16494	Breviolum60696
OG0000147	Durusdinium16494	Breviolum234566
OG0000147	Durusdinium16494	Breviolum269147
OG0000147	Durusdinium16494	Breviolum854095
OG0000147	Durusdinium16494	Breviolum22235
OG0000147	Durusdinium16494	Breviolum138030
OG0000147	Durusdinium16494	Breviolum197880
OG0000147	Durusdinium16494	Breviolum38705
OG0000148	Durusdinium34512	Breviolum692245
OG0000148	Durusdinium40597	Breviolum566848
OG0000148	Durusdinium39970	Breviolum390366
OG0000148	Durusdinium35601	Breviolum194802
OG0000148	Durusdinium39696	Breviolum807858
OG0000148	Durusdinium40429	Breviolum882696
OG0000148	Durusdinium40429	Breviolum799940
OG0000149	Durusdinium33083	Breviolum165596
OG0000149	Durusdinium25269	Breviolum165596
OG0000149	Durusdinium38755	Breviolum165596
OG0000149	Durusdinium34692	Breviolum165596
OG0000149	Durusdinium29894	Breviolum165596
OG0000149	Durusdinium30213	Breviolum165596
OG0000149	Durusdinium28018	Breviolum165596
OG0000149	Durusdinium6351	Breviolum165596
OG0000149	Durusdinium35502	Breviolum165596
OG0000149	Durusdinium40099	Breviolum165596
OG0000149	Durusdinium18533	Breviolum165596
OG0000149	Durusdinium20343	Breviolum165596
OG0000150	Durusdinium39137	Breviolum386847
OG0000150	Durusdinium39858	Breviolum2277
OG0000150	Durusdinium38771	Breviolum2277
OG0000150	Durusdinium36983	Breviolum2277
OG0000150	Durusdinium33617	Breviolum2277
OG0000150	Durusdinium40544	Breviolum2277
OG0000150	Durusdinium35484	Breviolum2277
OG0000150	Durusdinium39788	Breviolum2277
OG0000150	Durusdinium38379	Breviolum2277
OG0000150	Durusdinium39619	Breviolum2277
OG0000150	Durusdinium25487	Breviolum2277
OG0000151	Durusdinium45867	Breviolum213994
OG0000151	Durusdinium33564	Breviolum213994
OG0000151	Durusdinium49404	Breviolum213994
OG0000151	Durusdinium31761	Breviolum213994
OG0000151	Durusdinium43272	Breviolum213994
OG0000151	Durusdinium45977	Breviolum213994
OG0000151	Durusdinium1669	Breviolum213994
OG0000151	Durusdinium37000	Breviolum213994
OG0000151	Durusdinium33494	Breviolum213994
OG0000151	Durusdinium36547	Breviolum213994
OG0000151	Durusdinium21615	Breviolum213994
OG0000151	Durusdinium41942	Breviolum213994
OG0000154	Durusdinium54409	Breviolum395482
OG0000154	Durusdinium40582	Breviolum163425
OG0000154	Durusdinium40582	Breviolum468237
OG0000154	Durusdinium40582	Breviolum697985
OG0000154	Durusdinium40582	Breviolum849686
OG0000154	Durusdinium40582	Breviolum322778
OG0000154	Durusdinium11517	Breviolum180102
OG0000154	Durusdinium11517	Breviolum891584
OG0000154	Durusdinium11517	Breviolum573797
OG0000155	Durusdinium3950	Breviolum220636
OG0000155	Durusdinium31383	Breviolum444608
OG0000155	Durusdinium46423	Breviolum197913
OG0000155	Durusdinium42926	Breviolum197913
OG0000155	Durusdinium37861	Breviolum197913
OG0000155	Durusdinium36538	Breviolum784467
OG0000155	Durusdinium36538	Breviolum143226
OG0000156	Durusdinium40655	Breviolum609153
OG0000156	Durusdinium34870	Breviolum436584
OG0000156	Durusdinium40900	Breviolum402388
OG0000156	Durusdinium40497	Breviolum330368
OG0000157	Durusdinium19796	Breviolum217178
OG0000157	Durusdinium23877	Breviolum717943
OG0000157	Durusdinium23877	Breviolum877877
OG0000157	Durusdinium23877	Breviolum408028
OG0000157	Durusdinium23877	Breviolum66879
OG0000157	Durusdinium23877	Breviolum395665
OG0000157	Durusdinium23877	Breviolum563771
OG0000157	Durusdinium23877	Breviolum197027
OG0000157	Durusdinium23877	Breviolum698894
OG0000157	Durusdinium23877	Breviolum670572
OG0000158	Durusdinium40795	Breviolum409050
OG0000158	Durusdinium40795	Breviolum845367
OG0000158	Durusdinium5339	Breviolum37836
OG0000158	Durusdinium5339	Breviolum733799
OG0000158	Durusdinium5339	Breviolum890212
OG0000158	Durusdinium5339	Breviolum846046
OG0000158	Durusdinium5339	Breviolum92502
OG0000158	Durusdinium5339	Breviolum653570
OG0000158	Durusdinium5339	Breviolum255330
OG0000158	Durusdinium5339	Breviolum315011
OG0000159	Durusdinium37576	Breviolum359776
OG0000159	Durusdinium32898	Breviolum465578
OG0000159	Durusdinium19546	Breviolum465578
OG0000159	Durusdinium34437	Breviolum365925
OG0000159	Durusdinium34437	Breviolum361492
OG0000159	Durusdinium17538	Breviolum166518
OG0000160	Durusdinium40459	Breviolum227544
OG0000160	Durusdinium40459	Breviolum370886
OG0000160	Durusdinium40459	Breviolum66899
OG0000160	Durusdinium40459	Breviolum57955
OG0000160	Durusdinium40459	Breviolum661843
OG0000160	Durusdinium40459	Breviolum260142
OG0000160	Durusdinium40459	Breviolum42575
OG0000160	Durusdinium40459	Breviolum302876
OG0000160	Durusdinium40459	Breviolum887236
OG0000160	Durusdinium40459	Breviolum885711
OG0000160	Durusdinium40459	Breviolum326323
OG0000161	Durusdinium30229	Breviolum149457
OG0000161	Durusdinium36104	Breviolum271421
OG0000161	Durusdinium38041	Breviolum271421
OG0000161	Durusdinium40443	Breviolum57623
OG0000161	Durusdinium33224	Breviolum57623
OG0000161	Durusdinium30721	Breviolum57623
OG0000161	Durusdinium37270	Breviolum57623
OG0000163	Durusdinium21825	Breviolum529059
OG0000163	Durusdinium18732	Breviolum187069
OG0000163	Durusdinium20319	Breviolum62778
OG0000163	Durusdinium33000	Breviolum85615
OG0000163	Durusdinium21800	Breviolum382248
OG0000163	Durusdinium21800	Breviolum50609
OG0000164	Durusdinium52516	Breviolum334136
OG0000164	Durusdinium36991	Breviolum291950
OG0000164	Durusdinium36991	Breviolum606480
OG0000164	Durusdinium36991	Breviolum452626
OG0000164	Durusdinium36991	Breviolum477083
OG0000164	Durusdinium36991	Breviolum280051
OG0000164	Durusdinium38387	Breviolum797852
OG0000165	Durusdinium34296	Breviolum39407
OG0000165	Durusdinium20786	Breviolum283642
OG0000165	Durusdinium43770	Breviolum506591
OG0000165	Durusdinium43770	Breviolum166917
OG0000167	Durusdinium20995	Breviolum12128
OG0000167	Durusdinium20995	Breviolum182113
OG0000167	Durusdinium20995	Breviolum844962
OG0000167	Durusdinium20995	Breviolum794727
OG0000167	Durusdinium50264	Breviolum12128
OG0000167	Durusdinium50264	Breviolum182113
OG0000167	Durusdinium50264	Breviolum844962
OG0000167	Durusdinium50264	Breviolum794727
OG0000167	Durusdinium22824	Breviolum12128
OG0000167	Durusdinium22824	Breviolum182113
OG0000167	Durusdinium22824	Breviolum844962
OG0000167	Durusdinium22824	Breviolum794727
OG0000167	Durusdinium44430	Breviolum154068
OG0000167	Durusdinium44430	Breviolum9498
OG0000167	Durusdinium44430	Breviolum243184
OG0000167	Durusdinium44430	Breviolum687039
OG0000168	Durusdinium32670	Breviolum280839
OG0000168	Durusdinium32670	Breviolum691819
OG0000168	Durusdinium32670	Breviolum873426
OG0000168	Durusdinium32670	Breviolum840715
OG0000168	Durusdinium32670	Breviolum418657
OG0000168	Durusdinium32670	Breviolum35172
OG0000168	Durusdinium32670	Breviolum293460
OG0000168	Durusdinium32670	Breviolum413122
OG0000168	Durusdinium32670	Breviolum704504
OG0000168	Durusdinium32670	Breviolum104535
OG0000168	Durusdinium32670	Breviolum875409
OG0000169	Durusdinium15345	Breviolum847255
OG0000169	Durusdinium27153	Breviolum579161
OG0000169	Durusdinium27153	Breviolum549180
OG0000169	Durusdinium27153	Breviolum74532
OG0000169	Durusdinium27153	Breviolum713721
OG0000169	Durusdinium27153	Breviolum730354
OG0000169	Durusdinium27153	Breviolum479056
OG0000169	Durusdinium27153	Breviolum760326
OG0000169	Durusdinium27153	Breviolum528349
OG0000169	Durusdinium27153	Breviolum371978
OG0000170	Durusdinium345	Breviolum198190
OG0000170	Durusdinium345	Breviolum319822
OG0000170	Durusdinium345	Breviolum839497
OG0000170	Durusdinium345	Breviolum853506
OG0000170	Durusdinium345	Breviolum337821
OG0000170	Durusdinium345	Breviolum784026
OG0000170	Durusdinium345	Breviolum190382
OG0000170	Durusdinium345	Breviolum850408
OG0000170	Durusdinium345	Breviolum653496
OG0000170	Durusdinium345	Breviolum465007
OG0000170	Durusdinium345	Breviolum4024
OG0000171	Durusdinium10761	Breviolum166870
OG0000171	Durusdinium30507	Breviolum460681
OG0000171	Durusdinium24925	Breviolum466112
OG0000171	Durusdinium32315	Breviolum214332
OG0000171	Durusdinium39467	Breviolum522470
OG0000172	Durusdinium7463	Breviolum733754
OG0000172	Durusdinium7774	Breviolum7704
OG0000172	Durusdinium5159	Breviolum5493
OG0000172	Durusdinium54805	Breviolum901956
OG0000172	Durusdinium54805	Breviolum277504
OG0000173	Durusdinium24871	Breviolum104808
OG0000173	Durusdinium40204	Breviolum7263
OG0000173	Durusdinium25286	Breviolum333142
OG0000173	Durusdinium25286	Breviolum528689
OG0000173	Durusdinium25286	Breviolum248570
OG0000173	Durusdinium14187	Breviolum477219
OG0000173	Durusdinium14187	Breviolum608237
OG0000174	Durusdinium16157	Breviolum55470
OG0000174	Durusdinium16157	Breviolum255047
OG0000174	Durusdinium24711	Breviolum214991
OG0000174	Durusdinium29586	Breviolum297527
OG0000174	Durusdinium7981	Breviolum766784
OG0000174	Durusdinium7981	Breviolum467531
OG0000175	Durusdinium39693	Breviolum122051
OG0000175	Durusdinium39693	Breviolum267158
OG0000175	Durusdinium39693	Breviolum363697
OG0000175	Durusdinium39693	Breviolum685205
OG0000175	Durusdinium39693	Breviolum271577
OG0000175	Durusdinium39693	Breviolum679320
OG0000175	Durusdinium39693	Breviolum63806
OG0000175	Durusdinium39693	Breviolum659494
OG0000175	Durusdinium39693	Breviolum714691
OG0000175	Durusdinium39693	Breviolum544860
OG0000175	Durusdinium39693	Breviolum680876
OG0000176	Durusdinium41005	Breviolum98206
OG0000176	Durusdinium22621	Breviolum646215
OG0000176	Durusdinium5613	Breviolum322147
OG0000176	Durusdinium5613	Breviolum374952
OG0000177	Durusdinium39968	Breviolum462377
OG0000177	Durusdinium39968	Breviolum394462
OG0000177	Durusdinium39968	Breviolum390244
OG0000177	Durusdinium39968	Breviolum853624
OG0000177	Durusdinium39968	Breviolum399743
OG0000177	Durusdinium39968	Breviolum230860
OG0000177	Durusdinium39968	Breviolum474676
OG0000177	Durusdinium39968	Breviolum573005
OG0000177	Durusdinium39968	Breviolum187874
OG0000177	Durusdinium39968	Breviolum653013
OG0000177	Durusdinium39968	Breviolum51984
OG0000178	Durusdinium28725	Breviolum193436
OG0000178	Durusdinium20400	Breviolum276285
OG0000178	Durusdinium21918	Breviolum49155
OG0000179	Durusdinium40695	Breviolum434366
OG0000179	Durusdinium40416	Breviolum691060
OG0000179	Durusdinium40416	Breviolum699988
OG0000179	Durusdinium54681	Breviolum468460
OG0000179	Durusdinium54681	Breviolum352825
OG0000180	Durusdinium42882	Breviolum529942
OG0000180	Durusdinium24560	Breviolum529942
OG0000180	Durusdinium41235	Breviolum529942
OG0000180	Durusdinium34077	Breviolum307300
OG0000180	Durusdinium40969	Breviolum28151
OG0000180	Durusdinium22763	Breviolum523418
OG0000180	Durusdinium39905	Breviolum523418
OG0000181	Durusdinium30596	Breviolum102394
OG0000181	Durusdinium8621	Breviolum143269
OG0000181	Durusdinium18992	Breviolum460389
OG0000181	Durusdinium18992	Breviolum609185
OG0000181	Durusdinium4346	Breviolum460389
OG0000181	Durusdinium4346	Breviolum609185
OG0000182	Durusdinium14354	Breviolum765229
OG0000182	Durusdinium20808	Breviolum192314
OG0000182	Durusdinium386	Breviolum192314
OG0000182	Durusdinium20264	Breviolum29246
OG0000182	Durusdinium19772	Breviolum774432
OG0000182	Durusdinium4079	Breviolum167384
OG0000183	Durusdinium13201	Breviolum320181
OG0000183	Durusdinium36056	Breviolum328502
OG0000183	Durusdinium40230	Breviolum391033
OG0000183	Durusdinium31904	Breviolum391033
OG0000183	Durusdinium41186	Breviolum443565
OG0000183	Durusdinium35599	Breviolum443565
OG0000183	Durusdinium39863	Breviolum443565
OG0000183	Durusdinium11661	Breviolum443565
OG0000186	Durusdinium40789	Breviolum913938
OG0000186	Durusdinium40789	Breviolum488674
OG0000186	Durusdinium28248	Breviolum661129
OG0000186	Durusdinium28248	Breviolum691975
OG0000186	Durusdinium50053	Breviolum215955
OG0000186	Durusdinium50053	Breviolum681522
OG0000187	Durusdinium33896	Breviolum695242
OG0000187	Durusdinium33896	Breviolum481687
OG0000187	Durusdinium33896	Breviolum15741
OG0000187	Durusdinium33896	Breviolum436071
OG0000187	Durusdinium33896	Breviolum583652
OG0000187	Durusdinium33896	Breviolum38571
OG0000187	Durusdinium33896	Breviolum331249
OG0000187	Durusdinium33896	Breviolum765243
OG0000187	Durusdinium33896	Breviolum613389
OG0000187	Durusdinium33896	Breviolum509466
OG0000188	Durusdinium13074	Breviolum488793
OG0000188	Durusdinium49047	Breviolum865346
OG0000188	Durusdinium53304	Breviolum641215
OG0000188	Durusdinium53304	Breviolum180036
OG0000188	Durusdinium53304	Breviolum796442
OG0000188	Durusdinium53304	Breviolum885401
OG0000188	Durusdinium53304	Breviolum683134
OG0000189	Durusdinium23301	Breviolum571959
OG0000189	Durusdinium46764	Breviolum320558
OG0000189	Durusdinium32151	Breviolum603189
OG0000189	Durusdinium32151	Breviolum180777
OG0000189	Durusdinium32151	Breviolum209212
OG0000189	Durusdinium32151	Breviolum620728
OG0000189	Durusdinium32151	Breviolum855814
